oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun,tipo,tipo_vivi
departamento en renta en mitras centro,2.0,2.0,85.0,25.68727,-100.341898,2025-05-05 17:25:47.268265,lamudi,24000.0,282.3529411764706,19039,19,039,Monterrey,renta,vertical
casa en renta en privanzas 5 sector,3.0,4.0,334.0,25.636237,-100.315126,2025-05-05 17:25:47.268265,lamudi,60000.0,179.64071856287424,19039,19,039,Monterrey,renta,horizontal
departamento en renta en regina,2.0,2.0,66.0,25.708154,-100.312529,2025-05-05 17:25:47.268265,lamudi,22000.0,333.3333333333333,19039,19,039,Monterrey,renta,vertical
departamento en renta en del paseo residencial,2.0,2.0,90.0,25.6308767,-100.303324,2025-05-05 17:25:47.268265,lamudi,39000.0,433.3333333333333,19039,19,039,Monterrey,renta,vertical
departamento en renta en mirador,2.0,3.0,140.0,25.627321,-100.295739,2025-05-05 17:25:47.268265,lamudi,35000.0,250.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,3.0,2.0,110.0,25.596465,-100.260007,2025-05-05 17:25:47.268265,lamudi,35000.0,318.1818181818182,19039,19,039,Monterrey,renta,vertical
casa en renta en monterrey,3.0,3.0,319.0,25.543325,-100.221024,2025-05-05 17:25:47.268265,lamudi,45000.0,141.06583072100312,19039,19,039,Monterrey,renta,horizontal
departamento en renta en cumbres oro residencial,2.0,2.0,,25.7397046,-100.3948305,2025-05-05 17:25:47.268265,lamudi,20000.0,,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en vistancia,3.0,3.0,265.0,25.57657519,-100.23509199,2025-05-05 17:25:47.268265,lamudi,32000.0,120.75471698113208,19039,19,039,Monterrey,renta,horizontal
departamento en renta en las torres,2.0,2.0,,25.6155685,-100.2888796,2025-05-05 17:25:47.268265,lamudi,16800.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en san jeronimo,1.0,1.0,,25.6758432,-100.3548545,2025-05-05 17:25:47.268265,lamudi,22800.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en residencial mederos,2.0,1.0,45.0,25.6081079,-100.2729189,2025-05-05 17:25:47.268265,lamudi,13800.0,306.6666666666667,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,1.0,1.0,50.0,25.6709904,-100.3127849,2025-05-05 17:25:47.268265,lamudi,13900.0,278.0,19039,19,039,Monterrey,renta,vertical
loft en renta en las torres,1.0,1.0,,25.6155685,-100.2888796,2025-05-05 17:25:47.268265,lamudi,13000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en las torres,3.0,1.0,,25.6155685,-100.2888796,2025-05-05 17:25:47.268265,lamudi,16800.0,,19039,19,039,Monterrey,renta,vertical
estudio en renta en valle de santiago,2.0,2.0,112.0,25.633921,-100.282317,2025-05-05 17:25:47.268265,lamudi,33000.0,294.6428571428572,19039,19,039,Monterrey,renta,otro
estudio en renta en monterrey centro,1.0,1.0,40.0,25.674234,-100.311529,2025-05-05 17:25:47.268265,lamudi,21500.0,537.5,19039,19,039,Monterrey,renta,otro
departamento en renta en ladrillera,2.0,2.0,135.0,25.653302,-100.275533,2025-05-05 17:25:47.268265,lamudi,39800.0,294.81481481481484,19039,19,039,Monterrey,renta,vertical
departamento en renta en balcones de las mitras,2.0,2.0,90.0,25.744152,-100.371132,2025-05-05 17:25:47.268265,lamudi,15000.0,166.66666666666666,19039,19,039,Monterrey,renta,vertical
departamento en renta en lazaro cardenas,2.0,3.0,140.0,25.627219,-100.295755,2025-05-05 17:25:47.268265,lamudi,35000.0,250.0,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres san agustin,3.0,2.0,170.0,25.759016,-100.4208087,2025-05-05 17:25:47.268265,lamudi,16500.0,97.05882352941175,19039,19,039,Monterrey,renta,horizontal
casa en renta en cerradas cumbres,3.0,3.0,215.0,25.7461555,-100.4132294,2025-05-05 17:25:47.268265,lamudi,18500.0,86.04651162790698,19039,19,039,Monterrey,renta,horizontal
casa en fraccionamiento en renta en puerta de hierro cumbres,3.0,2.0,205.0,25.7495819,-100.4171874,2025-05-05 17:25:47.268265,lamudi,26000.0,126.82926829268293,19039,19,039,Monterrey,renta,horizontal
departamento en renta en regina,2.0,2.0,66.0,25.7077673,-100.314139,2025-05-05 17:25:47.268265,lamudi,23500.0,356.06060606060606,19039,19,039,Monterrey,renta,vertical
departamento en renta en miravalle,1.0,1.0,59.0,25.67249,-100.36779,2025-05-05 17:25:47.268265,lamudi,27646.0,468.5762711864407,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,2.0,2.0,10.0,25.67612,-100.32482,2025-05-05 17:25:47.268265,lamudi,26500.0,2650.0,19039,19,039,Monterrey,renta,vertical
loft en renta en centro,1.0,1.0,,25.6669098,-100.3207539,2025-05-05 17:25:47.268265,lamudi,16300.0,,19039,19,039,Monterrey,renta,vertical
casa en fraccionamiento en renta en cumbres,3.0,,188.0,25.75911326,-100.42510539,2025-05-05 17:25:47.268265,lamudi,19000.0,101.06382978723404,19039,19,039,Monterrey,renta,horizontal
casa en renta en monterrey centro,3.0,3.0,220.0,25.58149,-100.2511871,2025-05-05 17:25:47.268265,lamudi,25000.0,113.63636363636364,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey,1.0,1.0,50.0,25.6779443,-100.3659308,2025-05-05 17:25:47.268265,lamudi,18000.0,360.0,19039,19,039,Monterrey,renta,vertical
casa en renta en privada fuentes,4.0,4.0,190.0,25.5963363,-100.2505972,2025-05-05 17:25:47.268265,lamudi,24500.0,128.94736842105263,19039,19,039,Monterrey,renta,horizontal
departamento en renta en cumbres,2.0,1.0,80.0,25.7102664,-100.3743976,2025-05-05 17:25:47.268265,lamudi,14500.0,181.25,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,2.0,2.0,110.0,25.6747963,-100.3177715,2025-05-05 17:25:47.268265,lamudi,34000.0,309.09090909090907,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,2.0,1.0,70.0,25.683871,-100.313327,2025-05-05 17:25:47.268265,lamudi,18000.0,257.1428571428572,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,1.0,1.0,64.0,25.684102,-100.313222,2025-05-05 17:25:47.268265,lamudi,18400.0,287.5,19039,19,039,Monterrey,renta,vertical
casa en renta en privada fundadores,5.0,4.0,350.0,25.621651,-100.304878,2025-05-05 17:25:47.268265,lamudi,38000.0,108.57142857142856,19039,19,039,Monterrey,renta,horizontal
departamento en renta en valle de santiago,2.0,1.0,111.0,25.634108,-100.282288,2025-05-05 17:25:47.268265,lamudi,35000.0,315.31531531531533,19039,19,039,Monterrey,renta,vertical
departamento en renta en ladrillera,2.0,2.0,130.0,25.655014,-100.274803,2025-05-05 17:25:47.268265,lamudi,38500.0,296.15384615384613,19039,19,039,Monterrey,renta,vertical
casa en renta en puerta de hierro,3.0,3.0,260.0,25.752264,-100.417404,2025-05-05 17:25:47.268265,lamudi,22000.0,84.61538461538461,19039,19,039,Monterrey,renta,horizontal
casa en renta en mitras poniente,3.0,3.0,198.0,25.76173,-100.425606,2025-05-05 17:25:47.268265,lamudi,21200.0,107.07070707070709,19039,19,039,Monterrey,renta,horizontal
casa en renta en miravalle,3.0,4.0,440.0,25.671358,-100.373131,2025-05-05 17:25:47.268265,lamudi,115000.0,261.3636363636364,19039,19,039,Monterrey,renta,horizontal
casa en renta en monterrey centro,8.0,2.0,217.0,25.674597,-100.324699,2025-05-05 17:25:47.268265,lamudi,35000.0,161.29032258064515,19039,19,039,Monterrey,renta,horizontal
casa en renta en cerradas cumbres,3.0,2.0,128.0,25.745182,-100.412666,2025-05-05 17:25:47.268265,lamudi,18000.0,140.625,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey centro,2.0,2.0,70.0,25.683861,-100.314148,2025-05-05 17:25:47.268265,lamudi,24300.0,347.1428571428572,19039,19,039,Monterrey,renta,vertical
casa en renta en puerta de hierro,,2.0,180.0,25.757977,-100.415497,2025-05-05 17:25:47.268265,lamudi,20000.0,111.11111111111111,19039,19,039,Monterrey,renta,horizontal
departamento en renta en lomas de montecristo,3.0,3.0,173.0,25.625732,-100.306023,2025-05-05 17:25:47.268265,lamudi,45000.0,260.11560693641616,19039,19,039,Monterrey,renta,vertical
casa en renta en mitras sur,2.0,2.0,175.0,25.684292,-100.349068,2025-05-05 17:25:47.268265,lamudi,20000.0,114.28571428571428,19039,19,039,Monterrey,renta,horizontal
departamento en renta en obispado,2.0,2.0,90.0,25.66951,-100.334152,2025-05-05 17:25:47.268265,lamudi,27000.0,300.0,19039,19,039,Monterrey,renta,vertical
quinta  hacienda en renta en paseo del vergel,5.0,4.0,950.0,25.584433,-100.246323,2025-05-05 17:25:47.268265,lamudi,280000.0,294.7368421052632,19039,19,039,Monterrey,renta,otro
casa en renta en cumbres providencia,3.0,2.0,180.0,25.735891,-100.401344,2025-05-05 17:25:47.268265,lamudi,27500.0,152.77777777777777,19039,19,039,Monterrey,renta,horizontal
departamento en renta en del paseo residencial,3.0,2.0,111.0,25.630085,-100.303497,2025-05-05 17:25:47.268265,lamudi,45000.0,405.4054054054054,19039,19,039,Monterrey,renta,vertical
departamento en renta en obispado,1.0,1.0,86.0,25.674532,-100.347404,2025-05-05 17:25:47.268265,lamudi,29000.0,337.2093023255814,19039,19,039,Monterrey,renta,vertical
departamento en renta en jardin de las torres,2.0,2.0,94.0,25.633505,-100.312149,2025-05-05 17:25:47.268265,lamudi,36000.0,382.9787234042553,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,1.0,1.0,35.0,25.677931,-100.313202,2025-05-05 17:25:47.268265,lamudi,17400.0,497.1428571428572,19039,19,039,Monterrey,renta,vertical
departamento en renta en rangel frias,2.0,2.0,120.0,25.726837,-100.351448,2025-05-05 17:25:47.268265,lamudi,25000.0,208.33333333333331,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres,2.0,2.0,340.0,25.70347,-100.372879,2025-05-05 17:25:47.268265,lamudi,45000.0,132.35294117647058,19039,19,039,Monterrey,renta,horizontal
departamento en renta en privada fundadores,2.0,2.0,140.0,25.620996,-100.304932,2025-05-05 17:25:47.268265,lamudi,45000.0,321.42857142857144,19039,19,039,Monterrey,renta,vertical
departamento en renta en privada fundadores,3.0,3.0,142.0,25.622208,-100.306664,2025-05-05 17:25:47.268265,lamudi,49500.0,348.59154929577466,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres del sol,3.0,3.0,300.0,25.758039,-100.426659,2025-05-05 17:25:47.268265,lamudi,22000.0,73.33333333333333,19039,19,039,Monterrey,renta,horizontal
casa en renta en villa las fuentes,3.0,1.0,181.0,25.612492,-100.261566,2025-05-05 17:25:47.268265,lamudi,21500.0,118.78453038674031,19039,19,039,Monterrey,renta,horizontal
casa en renta en cerradas cumbres,3.0,2.0,200.0,25.75927,-100.407204,2025-05-05 17:25:47.268265,lamudi,22000.0,110.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta en santa maria,3.0,4.0,193.0,25.673384,-100.375809,2025-05-05 17:25:47.268265,lamudi,80000.0,414.5077720207254,19039,19,039,Monterrey,renta,vertical
casa en renta en colonial la silla,3.0,2.0,248.0,25.634785,-100.27552,2025-05-05 17:25:47.268265,lamudi,35000.0,141.1290322580645,19039,19,039,Monterrey,renta,horizontal
departamento en renta en regina,1.0,1.0,30.0,25.708557,-100.315559,2025-05-05 17:25:47.268265,lamudi,14500.0,483.3333333333333,19039,19,039,Monterrey,renta,vertical
departamento en renta en mision de san jeronimo,2.0,2.0,100.0,25.693916,-100.377304,2025-05-05 17:25:47.268265,lamudi,35000.0,350.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en valle de los cedros,2.0,2.0,95.0,25.727493,-100.377541,2025-05-05 17:25:47.268265,lamudi,25000.0,263.1578947368421,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres las palmas,3.0,2.0,203.0,25.733719,-100.398552,2025-05-05 17:25:47.268265,lamudi,30000.0,147.7832512315271,19039,19,039,Monterrey,renta,horizontal
departamento en renta en del paseo residencial,1.0,1.0,71.0,25.629601,-100.301834,2025-05-05 17:25:47.268265,lamudi,28000.0,394.36619718309856,19039,19,039,Monterrey,renta,vertical
departamento en renta en colinas de huajuco,2.0,2.0,81.0,25.586458,-100.246056,2025-05-05 17:25:47.268265,lamudi,26000.0,320.98765432098764,19039,19,039,Monterrey,renta,vertical
departamento en renta en san jeronimo,2.0,2.0,80.0,25.675768,-100.354561,2025-05-05 17:25:47.268265,lamudi,26000.0,325.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en miravalle,3.0,3.0,300.0,25.671804,-100.368645,2025-05-05 17:25:47.268265,lamudi,57000.0,190.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,3.0,2.0,96.0,25.678089,-100.313232,2025-05-05 17:25:47.268265,lamudi,29500.0,307.2916666666667,19039,19,039,Monterrey,renta,vertical
departamento en renta en buenos aires,2.0,2.0,66.0,25.668295,-100.284706,2025-05-05 17:25:47.268265,lamudi,27700.0,419.6969696969697,19039,19,039,Monterrey,renta,vertical
departamento en renta en lomas de montecristo,2.0,2.0,140.0,25.625732,-100.306023,2025-05-05 17:25:47.268265,lamudi,35000.0,250.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en lomas de montecristo,2.0,2.0,160.0,25.625732,-100.306023,2025-05-05 17:25:47.268265,lamudi,40000.0,250.0,19039,19,039,Monterrey,renta,vertical
casa en renta en la joya,1.0,3.0,493.0,25.555536,-100.23233,2025-05-05 17:25:47.268265,lamudi,60000.0,121.70385395537524,19039,19,039,Monterrey,renta,horizontal
departamento en renta en ladrillera,,2.0,80.0,25.655014,-100.274803,2025-05-05 17:25:47.268265,lamudi,33000.0,412.5,19039,19,039,Monterrey,renta,vertical
departamento en renta en ladrillera,1.0,1.0,67.0,25.653193,-100.276154,2025-05-05 17:25:47.268265,lamudi,25500.0,380.5970149253731,19039,19,039,Monterrey,renta,vertical
departamento en renta en san jeronimo,2.0,2.0,90.0,25.675163,-100.355247,2025-05-05 17:25:47.268265,lamudi,28000.0,311.1111111111111,19039,19,039,Monterrey,renta,vertical
departamento en renta en residencial centrika,2.0,2.0,90.0,25.696463,-100.306557,2025-05-05 17:25:47.268265,lamudi,18000.0,200.0,19039,19,039,Monterrey,renta,vertical
casa en renta en valle de cristal,4.0,4.0,686.0,25.537613,-100.204887,2025-05-05 17:25:47.268265,lamudi,95000.0,138.48396501457725,19039,19,039,Monterrey,renta,horizontal
departamento en renta en ladrillera,1.0,1.0,69.0,25.65506,-100.274895,2025-05-05 17:25:47.268265,lamudi,23500.0,340.5797101449276,19039,19,039,Monterrey,renta,vertical
departamento en renta en nuevas colonias,2.0,2.0,95.0,25.664288,-100.336746,2025-05-05 17:25:47.268265,lamudi,19000.0,200.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en del paseo residencial,2.0,2.0,124.0,25.62726,-100.299469,2025-05-05 17:25:47.268265,lamudi,50000.0,403.2258064516129,19039,19,039,Monterrey,renta,vertical
departamento en renta en estadio,2.0,1.0,,25.654636,-100.280173,2025-05-05 17:25:47.268265,lamudi,15000.0,,19039,19,039,Monterrey,renta,vertical
casa en renta en antigua hacienda santa anita,3.0,3.0,415.0,25.528685,-100.202576,2025-05-05 17:25:47.268265,lamudi,75000.0,180.72289156626505,19039,19,039,Monterrey,renta,horizontal
departamento en renta en del paseo residencial,3.0,2.0,110.0,25.62726,-100.299469,2025-05-05 17:25:47.268265,lamudi,39000.0,354.54545454545456,19039,19,039,Monterrey,renta,vertical
casa en renta en catujanes,3.0,4.0,260.0,25.568161,-100.233498,2025-05-05 17:25:47.268265,lamudi,48000.0,184.6153846153846,19039,19,039,Monterrey,renta,horizontal
departamento en renta en regina,2.0,2.0,63.0,25.7124,-100.303482,2025-05-05 17:25:47.268265,lamudi,25000.0,396.8253968253968,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,2.0,2.0,56.0,25.678089,-100.313232,2025-05-05 17:25:47.268265,lamudi,24500.0,437.5,19039,19,039,Monterrey,renta,vertical
casa en renta en cerradas cumbres,3.0,2.0,240.0,25.755363,-100.408485,2025-05-05 17:25:47.268265,lamudi,24000.0,100.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta en la republica,3.0,3.0,138.0,25.625841,-100.297211,2025-05-05 17:25:47.268265,lamudi,33000.0,239.1304347826087,19039,19,039,Monterrey,renta,vertical
departamento en renta en narvarte,3.0,2.0,90.0,25.651636,-100.283173,2025-05-05 17:25:47.268265,lamudi,24600.0,273.3333333333333,19039,19,039,Monterrey,renta,vertical
departamento en renta en jardin de las torres,1.0,1.0,80.0,25.633261,-100.312302,2025-05-05 17:25:47.268265,lamudi,45000.0,562.5,19039,19,039,Monterrey,renta,vertical
departamento en renta en colinas de san jeronimo,3.0,2.0,142.0,25.682596,-100.364953,2025-05-05 17:25:47.268265,lamudi,48000.0,338.0281690140845,19039,19,039,Monterrey,renta,vertical
casa en renta en del paseo residencial,3.0,3.0,396.0,25.62726,-100.299469,2025-05-05 17:25:47.268265,lamudi,35000.0,88.38383838383838,19039,19,039,Monterrey,renta,horizontal
departamento en renta en leones,2.0,1.0,40.0,25.696503,-100.351974,2025-05-05 17:25:47.268265,lamudi,13000.0,325.0,19039,19,039,Monterrey,renta,vertical
departamento en renta zona tec,3.0,2.0,110.0,25.6664286,-100.2783,2025-05-05 13:00:42.337377,easyaviso,37000.0,336.3636363636364,19039,19,039,Monterrey,renta,vertical
casa renta cumbres 5 sector,4.0,3.0,221.0,25.7236820201,-100.395971195,2025-05-05 13:00:42.337377,easyaviso,29000.0,131.22171945701356,19039,19,039,Monterrey,renta,horizontal
departamento en renta en nuevo sur,2.0,2.0,80.0,25.6515291,-100.2769125,2025-05-05 13:00:42.337377,easyaviso,35000.0,437.5,19039,19,039,Monterrey,renta,vertical
departamento en renta mitras centro amueblado,2.0,,55.0,25.6924333,-100.3425522,2025-05-05 13:00:42.337377,easyaviso,18000.0,327.27272727272725,19039,19,039,Monterrey,renta,vertical
departamento en renta en monterrey centro,2.0,2.0,,25.6683026,-100.3126429,2025-05-05 13:00:42.337377,easyaviso,22000.0,,19039,19,039,Monterrey,renta,vertical
departamento tipo loft en renta centro,2.0,2.0,67.0,25.6525792,-100.3070926,2025-05-05 13:00:42.337377,easyaviso,22500.0,335.82089552238807,19039,19,039,Monterrey,renta,vertical
casa en renta en las torres,3.0,3.0,1.0,25.6172147,-100.2838507,2025-05-05 13:00:42.337377,easyaviso,40000.0,40000.0,19039,19,039,Monterrey,renta,horizontal
departamento en renta  torre gaeta norte nuevo sur. av. revolucion monterrey,2.0,2.0,,25.6530189,-100.2765768,2025-05-05 13:00:42.337377,easyaviso,34000.0,,19039,19,039,Monterrey,renta,vertical
renta departamento nuevo sur ladrillera monterrey nuevo leon,2.0,2.0,120.0,25.6530189,-100.2765768,2025-05-05 13:00:42.337377,easyaviso,35000.0,291.6666666666667,19039,19,039,Monterrey,renta,vertical
departamento en renta torre gaeta norte nuevo sur. av. revolucion monterrey n,2.0,2.0,85.0,25.6530189,-100.2765768,2025-05-05 13:00:42.337377,easyaviso,35000.0,411.7647058823529,19039,19,039,Monterrey,renta,vertical
renta departamento nuevo sur ladrillera monterrey nuevo leon,2.0,2.0,90.0,25.6529908912,-100.2772435356,2025-05-05 13:00:42.337377,easyaviso,34000.0,377.77777777777777,19039,19,039,Monterrey,renta,vertical
casa amueblada en renta  vistancias carretera nacional,3.0,3.0,,25.5792661,-100.2339698,2025-05-05 13:00:42.337377,easyaviso,65000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta kyo midtown calle juan aldama centro de monterrey n.l.,2.0,2.0,70.0,25.6643383,-100.3114451,2025-05-05 13:00:42.337377,easyaviso,23000.0,328.57142857142856,19039,19,039,Monterrey,renta,vertical
departamento en renta en carretera nacional monterrey,2.0,2.0,94.0,25.5805678,-100.2484462,2025-05-05 13:00:42.337377,easyaviso,26000.0,276.59574468085106,19039,19,039,Monterrey,renta,vertical
departamento en renta en las colinas residencial en monterrey,2.0,2.0,100.0,25.6975562,-100.383128,2025-05-05 13:00:42.337377,easyaviso,35000.0,350.0,19039,19,039,Monterrey,renta,vertical
casa en renta en la rioja en monterrey,3.0,2.0,250.0,25.5805678,-100.2484462,2025-05-05 13:00:42.337377,easyaviso,30000.0,120.0,19039,19,039,Monterrey,renta,horizontal
casa en renta en la rioja en monterrey,3.0,2.0,250.0,25.5805678,-100.2484462,2025-05-05 13:00:42.337377,easyaviso,32000.0,128.0,19039,19,039,Monterrey,renta,horizontal
casa en renta en vista hermosa en monterrey,3.0,4.0,323.71,25.6910283,-100.3568071,2025-05-05 13:00:42.337377,easyaviso,96000.0,296.5617373575114,19039,19,039,Monterrey,renta,horizontal
departamento ph renta semillero purisima,,,,25.6525792,-100.3070926,2025-05-05 13:00:42.337377,easyaviso,35000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en zona hospitalaria y de universidades en monterrey nl,,,44.0,25.6880496,-100.3228834,2025-05-05 13:00:42.337377,easyaviso,18500.0,420.45454545454544,19039,19,039,Monterrey,renta,vertical
lomas de san francisco,,,95.0,25.666561,-100.346664,2025-05-05 13:00:42.337377,easyaviso,20800.0,218.94736842105263,19039,19,039,Monterrey,renta,otro
cuartos tipo lofts en renta en colonia roma zona tec,,,,25.6542625,-100.2978762,2025-05-05 13:00:42.337377,easyaviso,10500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta torre horizontes obispado,2.0,2.0,137.0,25.6739765,-100.3401933,2025-05-05 13:00:42.337377,easyaviso,30000.0,218.97810218978103,19039,19,039,Monterrey,renta,vertical
departamento en renta col obispado  horizonte obispado,2.0,2.0,140.0,25.6780699,-100.3438135,2025-05-05 13:00:42.337377,easyaviso,30000.0,214.28571428571428,19039,19,039,Monterrey,renta,vertical
casa en renta en real de cumbres monterrey n.l.,3.0,2.0,114.0,25.7514908,-100.4002536,2025-05-05 13:00:42.337377,easyaviso,13000.0,114.03508771929825,19039,19,039,Monterrey,renta,horizontal
departamento en renta barrio w,2.0,2.0,75.0,25.6742044332,-100.3114789765,2025-05-05 13:00:42.337377,easyaviso,28500.0,380.0,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta torre milenio,3.0,2.0,150.0,25.6284215868,-100.29724384,2025-05-05 13:00:42.337377,easyaviso,35000.0,233.33333333333331,19039,19,039,Monterrey,renta,vertical
renta de departamento cumbres 1er sector,,,,25.7365072,-100.4077188,2025-05-05 13:00:42.337377,easyaviso,15000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta torre el semillero  zona centro,2.0,2.0,75.0,25.6713558,-100.3252979,2025-05-05 13:00:42.337377,easyaviso,19500.0,260.0,19039,19,039,Monterrey,renta,vertical
renta en retama san jeronimo,2.0,2.0,140.0,25.6874656,-100.3643842,2025-05-05 13:00:42.337377,easyaviso,35000.0,250.0,19039,19,039,Monterrey,renta,otro
departamento en renta en cantera torre zafiro,,,70.0,25.6820447,-100.3682037,2025-05-05 13:00:42.337377,easyaviso,29600.0,422.8571428571428,19039,19,039,Monterrey,renta,vertical
casa renta en cumbres san agustin sector madrid,4.0,3.0,,25.7659774,-100.4179707,2025-05-05 13:00:42.337377,easyaviso,26000.0,,19039,19,039,Monterrey,renta,horizontal
departamento renta en barrio w centro de mty,2.0,2.0,,25.6742664782,-100.3076747005,2025-05-05 13:00:42.337377,easyaviso,26500.0,,19039,19,039,Monterrey,renta,vertical
departamento renta en kyo radiant centro de mty,2.0,2.0,,25.6832800536,-100.3261931946,2025-05-05 13:00:42.337377,easyaviso,25000.0,,19039,19,039,Monterrey,renta,vertical
departamento renta en cumbres 1er sector,3.0,2.0,,25.6969365255,-100.3545349615,2025-05-05 13:00:42.337377,easyaviso,22000.0,,19039,19,039,Monterrey,renta,vertical
departamento renta en cantera san jeronimo,3.0,2.0,,25.6938153,-100.3686501,2025-05-05 13:00:42.337377,easyaviso,48000.0,,19039,19,039,Monterrey,renta,vertical
departamento renta en torre murano san jeronimo,,,,25.6753902082,-100.3541855241,2025-05-05 13:00:42.337377,easyaviso,23000.0,,19039,19,039,Monterrey,renta,vertical
departamento renta en cantehua cerca de la uanl,2.0,2.0,,25.7078644,-100.31603,2025-05-05 13:00:42.337377,easyaviso,22500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en zona valle oriente torre boreal en monterrey nl.,,,70.0,25.7789514,-100.4159711,2025-05-05 13:00:42.337377,easyaviso,30000.0,428.57142857142856,19039,19,039,Monterrey,renta,vertical
departamento en renta col chepevera,2.0,2.0,140.0,25.6763692,-100.3417442,2025-05-05 13:00:42.337377,easyaviso,25000.0,178.57142857142858,19039,19,039,Monterrey,renta,vertical
departamento en zona valle oriente tec.torre boreal en monterrey nuevo leon,2.0,2.0,97.0,25.6300307748,-100.3024755177,2025-05-05 13:00:42.337377,easyaviso,35000.0,360.8247422680412,19039,19,039,Monterrey,renta,vertical
departamento en renta zona valle ote  boreal,2.0,2.0,80.0,25.6395428,-100.2837313,2025-05-05 13:00:42.337377,easyaviso,34000.0,425.0,19039,19,039,Monterrey,renta,vertical
departamento en renta altana,3.0,2.0,110.0,25.5964645293,-100.2600073836,2025-05-05 13:00:42.337377,easyaviso,35000.0,318.1818181818182,19039,19,039,Monterrey,renta,vertical
departamento en renta en san jeronimo,,,55.0,25.6928762,-100.3793717,2025-05-05 13:00:42.337377,easyaviso,23000.0,418.1818181818182,19039,19,039,Monterrey,renta,vertical
torre mitt,,,44.0,25.699465,-100.34137,2025-05-05 13:00:42.337377,easyaviso,19900.0,452.27272727272725,19039,19,039,Monterrey,renta,otro
loft en renta jardin espanol monterrey,,,20.0,25.6613934,-100.2800023,2025-05-05 13:00:42.337377,easyaviso,11500.0,575.0,19039,19,039,Monterrey,renta,vertical
depa en renta  zona tec,,,,25.5862158,-100.2575918,2025-05-05 13:00:42.337377,easyaviso,15300.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta torre boreal ii,2.0,2.0,90.0,25.6308767,-100.303324,2025-05-05 13:00:42.337377,easyaviso,38000.0,422.22222222222223,19039,19,039,Monterrey,renta,vertical
departamento en renta en catehua,2.0,2.0,72.0,25.697618,-100.316839,2025-05-05 13:00:42.337377,easyaviso,23000.0,319.44444444444446,19039,19,039,Monterrey,renta,vertical
casa en renta mty centro,,,,25.6669663,-100.3278199,2025-05-05 13:00:42.337377,easyaviso,12000.0,,19039,19,039,Monterrey,renta,horizontal
depa amueblado en renta  miravalle,,,76.0,25.6698416,-100.3677666,2025-05-05 13:00:42.337377,easyaviso,22000.0,289.4736842105263,19039,19,039,Monterrey,renta,vertical
departamento en renta en bonavente vertical living,3.0,2.0,90.0,25.7374453071,-100.3903116986,2025-05-05 13:00:42.337377,easyaviso,19000.0,211.11111111111111,19039,19,039,Monterrey,renta,vertical
casa en renta col villa los pinos mty,3.0,,,25.6356266848,-100.2882373665,2025-05-05 13:00:42.337377,easyaviso,17000.0,,19039,19,039,Monterrey,renta,horizontal
departamento equipado en renta contry al sur de monterrey,3.0,2.0,113.0,25.5972498,-100.2505491,2025-05-05 13:00:42.337377,easyaviso,25500.0,225.6637168141593,19039,19,039,Monterrey,renta,vertical
departamento en renta privada cumbres al norte de monterrey,2.0,2.0,75.0,25.7242864,-100.3518947,2025-05-05 13:00:42.337377,easyaviso,16000.0,213.33333333333331,19039,19,039,Monterrey,renta,vertical
renta departamento zona centro,2.0,2.0,77.0,25.6736463,-100.3000735,2025-05-05 13:00:42.337377,easyaviso,28000.0,363.6363636363636,19039,19,039,Monterrey,renta,vertical
