oferta,recamaras,bathrooms,mts,lat,lon,fecha_consulta,fuente,precio,precio_m2,cvegeo,cve_ent,cve_mun,nom_mun,tipo,tipo_vivi
departamento renta cumbres allegro,3.0,2.0,,25.7440693,-100.4284058,2025-05-05 13:00:42.337377,easyaviso,35000.0,,19039,19,039,Monterrey,renta,vertical
catehuacentro de monterrey,2.0,2.0,70.0,25.707993,-100.315399,2025-05-05 13:00:42.337377,easyaviso,22000.0,314.2857142857143,19039,19,039,Monterrey,renta,otro
moderna casa en renta en cumbres elite sector aves,4.0,4.0,360.0,25.7358435,-100.4069228,2025-05-05 13:00:42.337377,easyaviso,45000.0,125.0,19039,19,039,Monterrey,renta,horizontal
departamento a 5min del tec de mty,2.0,2.0,80.0,25.6673986,-100.2874652,2025-05-05 13:00:42.337377,easyaviso,27000.0,337.5,19039,19,039,Monterrey,renta,vertical
departamento en renta barrio w piso 26,2.0,,46.0,25.6742119,-100.3111947,2025-05-05 13:00:42.337377,easyaviso,24000.0,521.7391304347826,19039,19,039,Monterrey,renta,vertical
puerta de hierro verona,,2.0,180.0,25.757977,-100.415497,2025-05-05 13:00:42.337377,easyaviso,20000.0,111.11111111111111,19039,19,039,Monterrey,renta,otro
departamento en renta cumbres 4o. sector monterrey n.l.,2.0,2.0,,25.718151,-100.3844771,2025-05-05 13:00:42.337377,easyaviso,13500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta frente al tec,,,48.0,25.6506534,-100.2854124,2025-05-05 13:00:42.337377,easyaviso,25000.0,520.8333333333334,19039,19,039,Monterrey,renta,vertical
renta casa satelite monterrey nl zona sur.,3.0,2.0,250.0,25.5999339,-100.2659783,2025-05-05 13:00:42.337377,easyaviso,30000.0,120.0,19039,19,039,Monterrey,renta,horizontal
departamento equipado en renta torre meseta  dinastia mty. n.l.,2.0,2.0,90.0,25.7006772,-100.3751969,2025-05-05 13:00:42.337377,easyaviso,28000.0,311.1111111111111,19039,19,039,Monterrey,renta,vertical
casa en renta en cumbres 6to d monterrey,3.0,4.0,395.0,25.7224128,-100.3987495,2025-05-05 13:00:42.337377,easyaviso,37000.0,93.67088607594935,19039,19,039,Monterrey,renta,horizontal
departamento en renta torre barrio w en monterrey nl zona centro,2.0,2.0,88.0,25.6742119,-100.3111947,2025-05-05 13:00:42.337377,easyaviso,31000.0,352.27272727272725,19039,19,039,Monterrey,renta,vertical
departamento en renta,2.0,2.0,140.0,25.7036772,-100.3721969,2025-05-05 13:00:42.337377,easyaviso,30000.0,214.28571428571428,19039,19,039,Monterrey,renta,vertical
departamento en renta en torre historicah centro monterrey n.l,2.0,2.0,78.0,25.6759159402,-100.3243160126,2025-05-05 13:00:42.337377,easyaviso,26000.0,333.3333333333333,19039,19,039,Monterrey,renta,vertical
departamento torre top amueblado zona obispado monterrey nuevo leon,2.0,2.0,100.0,25.671741,-100.3465362,2025-05-05 13:00:42.337377,easyaviso,40000.0,400.0,19039,19,039,Monterrey,renta,vertical
loft en una gran casa de vacaciones,,,,25.6646314,-100.3445928,2025-05-05 13:00:42.337377,easyaviso,8000.0,,19039,19,039,Monterrey,renta,horizontal
casa en privada  amueblada excelente ubicacion,3.0,2.0,200.0,25.7233877,-100.3966472,2025-05-05 13:00:42.337377,easyaviso,30000.0,150.0,19039,19,039,Monterrey,renta,horizontal
casa en renta cumbres 5 o sector,3.0,2.0,283.0,25.7376166,-100.40636,2025-05-05 13:00:42.337377,easyaviso,30000.0,106.0070671378092,19039,19,039,Monterrey,renta,horizontal
departamento en renta a estrenar  cerca de la uanl,,,36.0,25.710367,-100.3115759,2025-05-05 13:00:42.337377,easyaviso,16000.0,444.44444444444446,19039,19,039,Monterrey,renta,vertical
casa en renta las estanzas,3.0,3.0,,25.5978281,-100.2580121,2025-05-05 13:00:42.337377,easyaviso,41000.0,,19039,19,039,Monterrey,renta,horizontal
departamento en renta en torre balzac,2.0,2.0,85.0,25.669414,-100.3740452,2025-05-05 13:00:42.337377,easyaviso,32500.0,382.3529411764706,19039,19,039,Monterrey,renta,vertical
renta departamento catehua,2.0,2.0,70.0,25.7081006,-100.3144255,2025-05-05 13:00:42.337377,easyaviso,21000.0,300.0,19039,19,039,Monterrey,renta,vertical
renta departamento centro monterrey,2.0,,,25.6707176,-100.3251116,2025-05-05 13:00:42.337377,easyaviso,22000.0,,19039,19,039,Monterrey,renta,vertical
elysium monterrey,3.0,3.0,173.0,25.625732,-100.306023,2025-05-05 13:00:42.337377,easyaviso,45000.0,260.11560693641616,19039,19,039,Monterrey,renta,otro
departamento en renta en valle poniente torre loft en santa catarina nl.,,,41.0,25.6718807,-100.3622293,2025-05-05 13:00:42.337377,easyaviso,23000.0,560.9756097560976,19039,19,039,Monterrey,renta,vertical
club sonoma,2.0,2.0,123.0,25.619686,-100.301414,2025-05-05 13:00:42.337377,easyaviso,48000.0,390.2439024390244,19039,19,039,Monterrey,renta,otro
fraccionamiento sahuaro,4.0,5.0,280.0,25.745182,-100.412666,2025-05-05 13:00:42.337377,easyaviso,27000.0,96.42857142857144,19039,19,039,Monterrey,renta,otro
buenos aires,4.0,3.0,220.0,25.666779,-100.286766,2025-05-05 13:00:42.337377,easyaviso,33000.0,150.0,19039,19,039,Monterrey,renta,otro
departamento amueblado en monterrey,3.0,2.0,110.0,25.6308767,-100.303324,2025-05-05 13:00:42.337377,easyaviso,45000.0,409.09090909090907,19039,19,039,Monterrey,renta,vertical
departamento en renta torre ll gaia colinas del huajuco monterrey,2.0,2.0,90.0,25.5866255,-100.2460981,2025-05-05 13:00:42.337377,easyaviso,29000.0,322.22222222222223,19039,19,039,Monterrey,renta,vertical
catehua centro de monterrey,,,33.0,25.707993,-100.315399,2025-05-05 13:00:42.337377,easyaviso,15000.0,454.54545454545456,19039,19,039,Monterrey,renta,otro
departamento en renta valle oriente ave. fundadores,2.0,2.0,85.0,25.6331973,-100.3115165,2025-05-05 13:00:42.337377,easyaviso,32500.0,382.3529411764706,19039,19,039,Monterrey,renta,vertical
departamento en renta en monteleva central en el centro de monterrey,,,63.0,25.6936064,-100.3324399,2025-05-05 13:00:42.337377,easyaviso,18000.0,285.7142857142857,19039,19,039,Monterrey,renta,vertical
balcones de altavista,3.0,2.0,195.0,25.638973,-100.295715,2025-05-05 13:00:42.337377,easyaviso,20000.0,102.56410256410255,19039,19,039,Monterrey,renta,otro
departamento amueblado con tres recamaras a 5 minutos del itesm,3.0,2.0,142.0,25.6339214,-100.2823168,2025-05-05 13:00:42.337377,easyaviso,45000.0,316.90140845070425,19039,19,039,Monterrey,renta,vertical
santa maria exclusivo departamento amueblado,,,69.0,25.6705377,-100.3652593,2025-05-05 13:00:42.337377,easyaviso,28500.0,413.0434782608696,19039,19,039,Monterrey,renta,vertical
torre murano depa tipo loft amueblado con balcon,,,50.0,25.6863582,-100.3761083,2025-05-05 13:00:42.337377,easyaviso,19500.0,390.0,19039,19,039,Monterrey,renta,vertical
departamento en renta amueblado en el centro de monterrey torre catehua,2.0,2.0,,25.709149,-100.3133904,2025-05-05 13:00:42.337377,easyaviso,22500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en horizontes ordaz san pedro garza garcia,3.0,2.0,150.0,25.6758216721,-100.3662054749,2025-05-05 13:00:42.337377,easyaviso,35000.0,233.33333333333331,19039,19,039,Monterrey,renta,vertical
cerradas de cumbres,3.0,2.0,128.0,25.745182,-100.412666,2025-05-05 13:00:42.337377,easyaviso,18000.0,140.625,19039,19,039,Monterrey,renta,otro
casa en renta en carretera nacional,3.0,3.0,260.0,25.5676252,-100.2360341,2025-05-05 13:00:42.337377,easyaviso,45000.0,173.07692307692307,19039,19,039,Monterrey,renta,horizontal
departamento en renta torre boreal valle oriente,3.0,2.0,110.0,25.6308767,-100.303324,2025-05-05 13:00:42.337377,easyaviso,39000.0,354.54545454545456,19039,19,039,Monterrey,renta,vertical
departamento en renta en hacienda santa clara  en 16 500,3.0,2.0,138.0,25.740521,-100.3962758,2025-05-05 13:00:42.337377,easyaviso,16500.0,119.56521739130434,19039,19,039,Monterrey,renta,vertical
renta  hermosa casa  cumbres madeira 32.500.00,3.0,3.0,230.0,25.745343,-100.4102508,2025-05-05 13:00:42.337377,easyaviso,32500.0,141.30434782608697,19039,19,039,Monterrey,renta,horizontal
departamento en renta en monterrey,3.0,3.0,102.0,25.7081037,-100.3144247,2025-05-05 13:00:42.337377,easyaviso,24000.0,235.2941176470588,19039,19,039,Monterrey,renta,vertical
departamento en renta en la roma,,2.0,37.0,25.6502706,-100.3064086,2025-05-05 13:00:42.337377,easyaviso,9000.0,243.24324324324328,19039,19,039,Monterrey,renta,vertical
departamento equipado y semiamueblado  nuevo en renta iconicah centro de mty,3.0,2.0,,25.6746109,-100.3241976,2025-05-05 13:00:42.337377,easyaviso,25000.0,,19039,19,039,Monterrey,renta,vertical
torres tec en zona tec para move in julio 2025,3.0,2.0,,25.6559866,-100.2839936,2025-05-05 13:00:42.337377,easyaviso,32500.0,,19039,19,039,Monterrey,renta,otro
hermoso departamento monterrey centro,,,60.0,25.6703451,-100.303944,2025-05-05 13:00:42.337377,easyaviso,21000.0,350.0,19039,19,039,Monterrey,renta,vertical
casa en privada  amueblada excelente ubicacion,4.0,3.0,300.0,25.7233877,-100.3966472,2025-05-05 13:00:42.337377,easyaviso,40000.0,133.33333333333334,19039,19,039,Monterrey,renta,horizontal
departamento amueblado en renta condotec,2.0,,58.0,25.650933,-100.2904607,2025-05-05 13:00:42.337377,easyaviso,32000.0,551.7241379310345,19039,19,039,Monterrey,renta,vertical
cerradas de cumbres,3.0,2.0,240.0,25.755363,-100.408485,2025-05-05 13:00:42.337377,easyaviso,24000.0,100.0,19039,19,039,Monterrey,renta,otro
departamento en renta en zona centro semillero matamoros monterrey n.l,2.0,2.0,80.0,25.6713558,-100.3252979,2025-05-05 13:00:42.337377,easyaviso,24000.0,300.0,19039,19,039,Monterrey,renta,vertical
hermoso departamento en macroplaza,2.0,2.0,80.0,25.6735565681,-100.3095959453,2025-05-05 13:00:42.337377,easyaviso,28500.0,356.25,19039,19,039,Monterrey,renta,vertical
cumbres elite la hacienda monterrey nuevo leon,2.0,2.0,100.0,25.7349715,-100.3981255,2025-05-05 13:00:42.337377,easyaviso,16500.0,165.0,19039,19,039,Monterrey,renta,otro
departamento en renta en centro en monterrey,3.0,2.0,137.0,25.6750769,-100.3343527,2025-05-05 13:00:42.337377,easyaviso,30000.0,218.97810218978103,19039,19,039,Monterrey,renta,vertical
mitras sur,2.0,2.0,175.0,25.684292,-100.349068,2025-05-05 13:00:42.337377,easyaviso,20000.0,114.28571428571428,19039,19,039,Monterrey,renta,otro
departamento en renta boreal valle oriente monterrey nuevo leon,3.0,2.0,110.0,25.6301307,-100.3028277,2025-05-05 13:00:42.337377,easyaviso,46800.0,425.45454545454544,19039,19,039,Monterrey,renta,vertical
departamento en renta villas las fuentes  sur,4.0,3.0,,25.5802018,-100.2478523,2025-05-05 13:00:42.337377,easyaviso,25000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta carretera nacional gaia1,2.0,2.0,97.0,25.5866255,-100.2460981,2025-05-05 13:00:42.337377,easyaviso,28000.0,288.659793814433,19039,19,039,Monterrey,renta,vertical
departamento amueblado 3 rec. distrito tec,3.0,2.0,,25.6442104,-100.2975719,2025-05-05 13:00:42.337377,easyaviso,32900.0,,19039,19,039,Monterrey,renta,vertical
departamento tipo loft en renta en cumbres 5o. sector monterrey,,,40.0,25.7239562,-100.3921182,2025-05-05 13:00:42.337377,easyaviso,14000.0,350.0,19039,19,039,Monterrey,renta,vertical
cumbres tercer sector monterrey nuevo leon paseo leones,4.0,3.0,400.0,25.742009,-100.4055945,2025-05-05 13:00:42.337377,easyaviso,36000.0,90.0,19039,19,039,Monterrey,renta,otro
san jeronimo cantera,2.0,2.0,95.0,25.686308,-100.376068,2025-05-05 13:00:42.337377,easyaviso,35000.0,368.42105263157896,19039,19,039,Monterrey,renta,otro
departamento en renta  en monterrey,2.0,3.0,180.0,25.6813896,-100.3432827,2025-05-05 13:00:42.337377,easyaviso,25000.0,138.88888888888889,19039,19,039,Monterrey,renta,vertical
departamento en renta en zona tec micropolis en monterrey n. l,,,90.0,25.6339214,-100.2823168,2025-05-05 13:00:42.337377,easyaviso,22000.0,244.44444444444449,19039,19,039,Monterrey,renta,vertical
departamento en renta barrio antiguo mty,2.0,2.0,67.0,25.6684067,-100.3076217,2025-05-05 13:00:42.337377,easyaviso,23000.0,343.2835820895522,19039,19,039,Monterrey,renta,vertical
departamento en renta en valle ote. mty. n.l.,2.0,2.0,88.0,25.6301076954,-100.3026094222,2025-05-05 13:00:42.337377,easyaviso,45000.0,511.3636363636364,19039,19,039,Monterrey,renta,vertical
torre milenio,3.0,3.0,138.0,25.625841,-100.297211,2025-05-05 13:00:42.337377,easyaviso,33000.0,239.1304347826087,19039,19,039,Monterrey,renta,otro
hermoso departamento en valle oriente,2.0,2.0,90.0,25.6331973,-100.3115165,2025-05-05 13:00:42.337377,easyaviso,32500.0,361.1111111111111,19039,19,039,Monterrey,renta,vertical
departamento renta sur de mty contry,,,,25.6422496291,-100.2778557281,2025-05-05 13:00:42.337377,easyaviso,21500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta  torre livo ave. revolucion col. buenos aires,2.0,2.0,90.0,25.665857613,-100.2847705409,2025-05-05 13:00:42.337377,easyaviso,32000.0,355.55555555555554,19039,19,039,Monterrey,renta,vertical
departamento renta santa maria monterrey n l 40000 para estrenar,2.0,2.0,122.0,25.6705377,-100.3652593,2025-05-05 13:00:42.337377,easyaviso,40000.0,327.8688524590164,19039,19,039,Monterrey,renta,vertical
sierra alta,,,55.0,25.577869,-100.27076,2025-05-05 13:00:42.337377,easyaviso,17000.0,309.09090909090907,19039,19,039,Monterrey,renta,otro
hermoso depa en renta torre boreal amueblado 3 rec,3.0,2.0,110.0,25.6281005339,-100.3048753738,2025-05-05 13:00:42.337377,easyaviso,55000.0,500.0,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta en nuevo sur monterrey,2.0,2.0,110.0,25.6516431187,-100.2750062674,2025-05-05 13:00:42.337377,easyaviso,35000.0,318.1818181818182,19039,19,039,Monterrey,renta,vertical
departamento equipado en renta torre boreal 2 recamaras,2.0,2.0,90.0,25.6277522932,-100.3047466278,2025-05-05 13:00:42.337377,easyaviso,40000.0,444.44444444444446,19039,19,039,Monterrey,renta,vertical
san jeronimo,3.0,2.0,137.0,25.67959,-100.368401,2025-05-05 13:00:42.337377,easyaviso,31800.0,232.1167883211679,19039,19,039,Monterrey,renta,otro
departamento en renta zona tec,2.0,,58.0,25.6522693,-100.2928656,2025-05-05 13:00:42.337377,easyaviso,32000.0,551.7241379310345,19039,19,039,Monterrey,renta,vertical
departamento amueblado de dos habitaciones en condotec garza sada monterrey,2.0,,,25.6514567,-100.2900523,2025-05-05 13:00:42.337377,easyaviso,32000.0,,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta en el centro de monterrey en semillero madero.,2.0,2.0,77.0,25.6849744,-100.3343745,2025-05-05 13:00:42.337377,easyaviso,30000.0,389.6103896103896,19039,19,039,Monterrey,renta,vertical
colinas de san jeronimo,3.0,3.0,287.0,25.686308,-100.376068,2025-05-05 13:00:42.337377,easyaviso,40900.0,142.50871080139373,19039,19,039,Monterrey,renta,otro
departamento en renta zona centro,,,,25.7091527,-100.2999827,2025-05-05 13:00:42.337377,easyaviso,7500.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta amueblado de una recamara en torre in,,,75.0,25.6697437,-100.3793073,2025-05-05 13:00:42.337377,easyaviso,28000.0,373.3333333333333,19039,19,039,Monterrey,renta,vertical
departamento en renta en zona sur satelite torre habitante monterrey nl.,3.0,2.0,122.0,25.5951079,-100.2678046,2025-05-05 13:00:42.337377,easyaviso,35000.0,286.88524590163934,19039,19,039,Monterrey,renta,vertical
zona obispado casa en renta para oficina monterreynl.,9.0,6.0,919.0,25.706944,-100.413056,2025-05-05 13:00:42.337377,easyaviso,100000.0,108.8139281828074,19019,19,019,San Pedro Garza García,renta,horizontal
torre interior,2.0,2.0,,25.678089,-100.313232,2025-05-05 13:00:42.337377,easyaviso,30000.0,,19039,19,039,Monterrey,renta,otro
casa en renta col rincon de la primavera,3.0,2.0,300.0,25.650857,-100.2712814,2025-05-05 13:00:42.337377,easyaviso,32000.0,106.66666666666669,19039,19,039,Monterrey,renta,horizontal
villas las fuentes,3.0,,181.0,25.612492,-100.261566,2025-05-05 13:00:42.337377,easyaviso,21500.0,118.78453038674031,19039,19,039,Monterrey,renta,otro
hermoso departamento amueblado y equipado en torres pravia monterrey nl.,2.0,2.0,140.0,25.7224286,-100.3569888,2025-05-05 13:00:42.337377,easyaviso,23000.0,164.28571428571428,19039,19,039,Monterrey,renta,vertical
departamento en renta sur de monterrey pet friendly,2.0,2.0,125.41,25.6021134,-100.2724951,2025-05-05 13:00:42.337377,easyaviso,35000.0,279.0846025037876,19039,19,039,Monterrey,renta,vertical
departamento en renta sur de monterrey,3.0,3.0,,25.600296,-100.276967,2025-05-05 13:00:42.337377,easyaviso,40000.0,,19039,19,039,Monterrey,renta,vertical
jardines del paseo,5.0,4.0,350.0,25.621651,-100.304878,2025-05-05 13:00:42.337377,easyaviso,38000.0,108.57142857142856,19039,19,039,Monterrey,renta,otro
departamento nuevo en renta centro de monterrey 26500 mxn,2.0,2.0,,25.6892825,-100.319869,2025-05-05 13:00:42.337377,easyaviso,26500.0,,19039,19,039,Monterrey,renta,vertical
cantera jade,3.0,2.0,142.0,25.6421448,-100.3652708,2025-05-05 13:00:42.337377,easyaviso,48000.0,338.0281690140845,19019,19,019,San Pedro Garza García,renta,otro
casa en renta en carretera nacional monterrey nl estudio en  planta baja,3.0,4.0,358.0,25.5553563,-100.2323261,2025-05-05 13:00:42.337377,easyaviso,43500.0,121.50837988826817,19039,19,039,Monterrey,renta,horizontal
departamento nuevo al sur de mty,2.0,2.0,,25.5804246,-100.2548773,2025-05-05 13:00:42.337377,easyaviso,35000.0,,19039,19,039,Monterrey,renta,vertical
departamento de lujo equipado y amueblado en renta  la mesta  mty. n.l.,,,95.0,25.7006772,-100.3751969,2025-05-05 13:00:42.337377,easyaviso,30000.0,315.7894736842105,19039,19,039,Monterrey,renta,vertical
san jeronimo,3.0,4.0,347.0,25.684107,-100.375496,2025-05-05 13:00:42.337377,easyaviso,45000.0,129.6829971181556,19039,19,039,Monterrey,renta,otro
casa en renta  en esquina barrio estrella solidaridad monterrey,2.0,,,25.7712573186,-100.4027224343,2025-05-05 13:00:42.337377,easyaviso,10500.0,,19039,19,039,Monterrey,renta,horizontal
casa en renta en contry,3.0,2.0,1.0,25.6364663,-100.2773848,2025-05-05 13:00:42.337377,easyaviso,25000.0,25000.0,19039,19,039,Monterrey,renta,horizontal
torre boreal,2.0,2.0,90.0,25.630131,-100.302826,2025-05-05 13:00:42.337377,easyaviso,32000.0,355.55555555555554,19039,19,039,Monterrey,renta,otro
departamento amueblado en renta en torre monteleva en monterrey,2.0,,60.0,25.6862825,-100.322869,2025-05-05 13:00:42.337377,easyaviso,25000.0,416.6666666666667,19039,19,039,Monterrey,renta,vertical
departamento en renta centro torre puntacero,2.0,2.0,55.94,25.6730572,-100.2932868,2025-05-05 13:00:42.337377,easyaviso,30000.0,536.2888809438684,19039,19,039,Monterrey,renta,vertical
en renta hermosa casa en el barro con amplios espacios,3.0,3.0,450.0,25.5193087,-100.2088519,2025-05-05 13:00:42.337377,easyaviso,70000.0,155.55555555555554,19039,19,039,Monterrey,renta,horizontal
loft en renta en colinas de san jeronimo,,,100.0,25.6863582,-100.3761083,2025-05-05 13:00:42.337377,easyaviso,16500.0,165.0,19039,19,039,Monterrey,renta,vertical
torre aqua,2.0,2.0,115.0,25.629196,-100.302704,2025-05-05 13:00:42.337377,easyaviso,34500.0,300.0,19039,19,039,Monterrey,renta,otro
departamento amueblado en renta en el centro de monterrey,2.0,2.0,,25.6747963,-100.3177715,2025-05-05 13:00:42.337377,easyaviso,33000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta en nuevo sur  torre r7,2.0,2.0,105.0,25.65517,-100.2747354,2025-05-05 13:00:42.337377,easyaviso,36000.0,342.85714285714283,19039,19,039,Monterrey,renta,vertical
departamento en renta en la zona sur de monterrey nuevo leon,2.0,2.0,120.0,25.6338604,-100.2812036,2025-05-05 13:00:42.337377,easyaviso,35000.0,291.6666666666667,19039,19,039,Monterrey,renta,vertical
depto. nuevo equipado y amueblado en renta edif. monteleva central mty. nl.,2.0,,63.0,25.6892656,-100.3235002,2025-05-05 13:00:42.337377,easyaviso,20000.0,317.46031746031747,19039,19,039,Monterrey,renta,otro
departamento en renta nomad riviera em centro de monterrey,3.0,3.0,92.0,25.6936064,-100.3324399,2025-05-05 13:00:42.337377,easyaviso,42383.0,460.6847826086956,19039,19,039,Monterrey,renta,vertical
departamento en renta nomad riviera em centro de monterrey,,,38.0,25.6936064,-100.3324399,2025-05-05 13:00:42.337377,easyaviso,18481.0,486.3421052631579,19039,19,039,Monterrey,renta,vertical
casa en renta amueblada en la rioja monterrey,3.0,3.0,,25.5811949855,-100.246424597,2025-05-05 13:00:42.337377,easyaviso,34000.0,,19039,19,039,Monterrey,renta,horizontal
inner tower centro de monterrey,,,49.0,25.678089,-100.313232,2025-05-05 13:00:42.337377,easyaviso,22000.0,448.9795918367347,19039,19,039,Monterrey,renta,otro
departamento amueblado en renta centro cuahtemoc,2.0,2.0,76.0,25.6722598,-100.3187969,2025-05-05 13:00:42.337377,easyaviso,25000.0,328.94736842105266,19039,19,039,Monterrey,renta,vertical
departamento en renta nomad riviera em centro de monterrey,,,45.0,25.6669021,-100.3207872,2025-05-05 13:00:42.337377,easyaviso,22002.98,488.9551111111111,19039,19,039,Monterrey,renta,vertical
departamento en renta nomad riviera em centro de monterrey,2.0,2.0,66.0,25.6669021,-100.3207872,2025-05-05 13:00:42.337377,easyaviso,30120.68,456.3739393939394,19039,19,039,Monterrey,renta,vertical
arena calzada,2.0,,60.0,25.683863,-100.314217,2025-05-05 13:00:42.337377,easyaviso,22000.0,366.6666666666667,19039,19,039,Monterrey,renta,otro
renta departamento en chipinque san pedro 2 recamaras.,2.0,2.0,300.0,25.7724438,-100.3996202,2025-05-05 13:00:42.337377,easyaviso,180000.0,600.0,19039,19,039,Monterrey,renta,vertical
departamento en rentra en mitras centro monterrey n.l.,2.0,2.0,120.0,25.6947164,-100.3389057,2025-05-05 13:00:42.337377,easyaviso,18000.0,150.0,19039,19,039,Monterrey,renta,vertical
departamento en renta en torre boreal,3.0,2.0,,25.6395428,-100.2837313,2025-05-05 13:00:42.337377,easyaviso,55000.0,,19039,19,039,Monterrey,renta,vertical
torre pravia,2.0,2.0,120.0,25.726837,-100.351448,2025-05-05 13:00:42.337377,easyaviso,25000.0,208.33333333333331,19039,19,039,Monterrey,renta,otro
departamento en renta en torre mitt en monterrey,,,68.0,25.6919043,-100.3117186,2025-05-05 13:00:42.337377,easyaviso,22000.0,323.52941176470586,19039,19,039,Monterrey,renta,vertical
departamento amueblado torre milenio zona valle oriente,3.0,3.0,137.5,25.6288657,-100.298183,2025-05-05 13:00:42.337377,easyaviso,29000.0,210.9090909090909,19039,19,039,Monterrey,renta,vertical
departamento amueblado en renta cerca a valle oriente monterrey,2.0,2.0,85.0,25.6301307,-100.3028277,2025-05-05 13:00:42.337377,easyaviso,45000.0,529.4117647058823,19039,19,039,Monterrey,renta,vertical
casa en renta cumbres del sol,3.0,2.0,188.0,25.7580391,-100.426662,2025-05-05 13:00:42.337377,easyaviso,19500.0,103.72340425531917,19039,19,039,Monterrey,renta,horizontal
renta departamento la rioja  pavia,3.0,2.0,130.0,25.6622922,-100.2746388,2025-05-05 13:00:42.337377,easyaviso,29900.0,230.0,19039,19,039,Monterrey,renta,vertical
departamento amueblado y equipado en renta en cumbres 3er sector,2.0,2.0,,25.715105,-100.3734661,2025-05-05 13:00:42.337377,easyaviso,14500.0,,19039,19,039,Monterrey,renta,vertical
renta de departamento nuevo sur mty nl,2.0,2.0,91.0,25.6543818,-100.2781078,2025-05-05 13:00:42.337377,easyaviso,35000.0,384.61538461538464,19039,19,039,Monterrey,renta,vertical
renta departamento nuevo sur mty nl,2.0,2.0,104.0,25.6543818,-100.2781078,2025-05-05 13:00:42.337377,easyaviso,38000.0,365.38461538461536,19039,19,039,Monterrey,renta,vertical
departamento en renta vista hermosa,2.0,2.0,150.0,25.6910283,-100.3568071,2025-05-05 13:00:42.337377,easyaviso,27000.0,180.0,19039,19,039,Monterrey,renta,vertical
residencial cumbres,3.0,2.0,203.0,25.733719,-100.398552,2025-05-05 13:00:42.337377,easyaviso,30000.0,147.7832512315271,19039,19,039,Monterrey,renta,otro
depa tipo loft en renta col. pedregal la silla mty nl,,,,25.6024279,-100.2526739,2025-05-05 13:00:42.337377,easyaviso,13000.0,,19039,19,039,Monterrey,renta,vertical
del paseo residencial,3.0,3.0,396.0,25.62726,-100.299469,2025-05-05 13:00:42.337377,easyaviso,35000.0,88.38383838383838,19039,19,039,Monterrey,renta,otro
cumbres elite,3.0,3.0,333.0,25.743786,-100.406807,2025-05-05 13:00:42.337377,easyaviso,30000.0,90.09009009009009,19039,19,039,Monterrey,renta,otro
departamento en renta boreal,3.0,2.0,110.0,25.62723,-100.2995237,2025-05-05 13:00:42.337377,easyaviso,45000.0,409.09090909090907,19039,19,039,Monterrey,renta,vertical
puerta de hierro,3.0,2.0,215.0,25.750759,-100.419037,2025-05-05 13:00:42.337377,easyaviso,27500.0,127.90697674418604,19039,19,039,Monterrey,renta,otro
departamento amueblado barrio w,2.0,2.0,75.0,25.6742119,-100.3111947,2025-05-05 13:00:42.337377,easyaviso,30000.0,400.0,19039,19,039,Monterrey,renta,vertical
renta departamento en colinas de san jeronimo diseno unico,,,77.0,25.6822317,-100.3718281,2025-05-05 13:00:42.337377,easyaviso,25000.0,324.6753246753247,19039,19,039,Monterrey,renta,vertical
departamento totalmente amueblado y equipado en renta centro de mty n.l. 32,2.0,2.0,,25.6712119,-100.3141947,2025-05-05 13:00:42.337377,easyaviso,32000.0,,19039,19,039,Monterrey,renta,vertical
historicah centro de monterrey,2.0,2.0,79.0,25.678089,-100.313232,2025-05-05 13:00:42.337377,easyaviso,26000.0,329.11392405063293,19039,19,039,Monterrey,renta,otro
departamento amueblado y equipado en renta torre meseta dinastia mty n.l.,2.0,2.0,104.0,25.7006772,-100.3751969,2025-05-05 13:00:42.337377,easyaviso,30500.0,293.2692307692308,19039,19,039,Monterrey,renta,vertical
casa en renta  carretera nacional las jaras santiago n.l.,2.0,2.0,300.0,25.5327769,-100.2051004,2025-05-05 13:00:42.337377,easyaviso,40000.0,133.33333333333334,19039,19,039,Monterrey,renta,horizontal
departamento amueblado en renta en kyo midtown,2.0,2.0,72.0,25.6547621,-100.3043446,2025-05-05 13:00:42.337377,easyaviso,23000.0,319.44444444444446,19039,19,039,Monterrey,renta,vertical
departamento en catehua,2.0,2.0,,25.7072671,-100.3145159,2025-05-05 13:00:42.337377,easyaviso,22000.0,,19039,19,039,Monterrey,renta,vertical
departamento en renta 1 recamara,,,100.0,25.6075598,-100.2603127,2025-05-05 13:00:42.337377,easyaviso,17200.0,172.0,19039,19,039,Monterrey,renta,vertical
casa en renta  en espacio cumbres monterrey nl,3.0,2.0,185.0,25.6756427,-100.3090423,2025-05-05 13:00:42.337377,easyaviso,22000.0,118.91891891891892,19039,19,039,Monterrey,renta,horizontal
departamento en renta amueblado de lujo  dinastia san jeronimo,2.0,2.0,104.0,25.7006772,-100.3751969,2025-05-05 13:00:42.337377,easyaviso,32000.0,307.6923076923077,19039,19,039,Monterrey,renta,vertical
